,Feature Transform,model_type,C,no_of_features,CrossValDays,Confusion Matrices,AUC Scores,TN,FP,FN,TP,AUC Score,Min Leaves,Number of Neighbors,metric,weight,no_of_trees,min_leaves,Kernel
848,,Random Forest,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[73, 82],
       [52, 93]]), array([[105,  41],
       [ 90,  64]]), array([[135,  30],
       [ 86,  49]]), array([[86, 63],
       [66, 85]]), array([[ 55, 109],
       [ 14, 122]]), array([[124,  53],
       [ 59,  64]]), array([[141,  14],
       [130,  15]]), array([[144,   4],
       [148,   4]]), array([[95, 66],
       [82, 57]]), array([[109,  62],
       [ 60,  69]])]","[0.5541713014460512, 0.6148372175769437, 0.6485297418630752, 0.6046935419351971, 0.6401542324246772, 0.6128335859629783, 0.534460511679644, 0.48733108108108114, 0.4979221591670763, 0.5623101681853212]","[73, 105, 135, 86, 55, 124, 141, 144, 95, 109]","[82, 41, 30, 63, 109, 53, 14, 4, 66, 62]","[52, 90, 86, 66, 14, 59, 130, 148, 82, 60]","[93, 64, 49, 85, 122, 64, 15, 4, 57, 69]",0.5757243541322044,,,,,300.0,17.0,
849,,Random Forest,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[71, 84],
       [51, 94]]), array([[104,  42],
       [ 88,  66]]), array([[136,  29],
       [ 85,  50]]), array([[86, 63],
       [70, 81]]), array([[ 63, 101],
       [ 18, 118]]), array([[121,  56],
       [ 64,  59]]), array([[139,  16],
       [131,  14]]), array([[147,   1],
       [148,   4]]), array([[93, 68],
       [79, 60]]), array([[113,  58],
       [ 66,  63]])]","[0.5518131256952169, 0.6180394947518235, 0.6453423120089787, 0.6014045068669718, 0.6488522238163558, 0.6092049056083781, 0.5521690767519466, 0.499377667140825, 0.5072165869788641, 0.5528809102860511]","[71, 104, 136, 86, 63, 121, 139, 147, 93, 113]","[84, 42, 29, 63, 101, 56, 16, 1, 68, 58]","[51, 88, 85, 70, 18, 64, 131, 148, 79, 66]","[94, 66, 50, 81, 118, 59, 14, 4, 60, 63]",0.5786300809905411,,,,,300.0,19.0,
850,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[86, 69],
       [58, 87]]), array([[87, 59],
       [66, 88]]), array([[130,  35],
       [ 85,  50]]), array([[84, 65],
       [64, 87]]), array([[ 64, 100],
       [ 15, 121]]), array([[119,  58],
       [ 59,  64]]), array([[126,  29],
       [110,  35]]), array([[142,   6],
       [146,   6]]), array([[104,  57],
       [ 85,  54]]), array([[112,  59],
       [ 62,  67]])]","[0.5898331479421579, 0.6010496352962107, 0.5951290684624017, 0.6018045246455399, 0.6671224892395983, 0.635799917321207, 0.5309899888765295, 0.5588771337126601, 0.5168908351579606, 0.5382610272451154]","[86, 87, 130, 84, 64, 119, 126, 142, 104, 112]","[69, 59, 35, 65, 100, 58, 29, 6, 57, 59]","[58, 66, 85, 64, 15, 59, 110, 146, 85, 62]","[87, 88, 50, 87, 121, 64, 35, 6, 54, 67]",0.5835757767899381,,,,,100.0,1.0,
851,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[73, 82],
       [50, 95]]), array([[85, 61],
       [70, 84]]), array([[128,  37],
       [ 85,  50]]), array([[78, 71],
       [60, 91]]), array([[ 55, 109],
       [  9, 127]]), array([[118,  59],
       [ 64,  59]]), array([[131,  24],
       [114,  31]]), array([[142,   6],
       [149,   3]]), array([[95, 66],
       [83, 56]]), array([[106,  65],
       [ 58,  71]])]","[0.5759288097886541, 0.6162604518768902, 0.6196184062850729, 0.5747811013822837, 0.6684451219512195, 0.6095264342473933, 0.5598665183537264, 0.4632823613086771, 0.5168238080343178, 0.5509769255179292]","[73, 85, 128, 78, 55, 118, 131, 142, 95, 106]","[82, 61, 37, 71, 109, 59, 24, 6, 66, 65]","[50, 70, 85, 60, 9, 64, 114, 149, 83, 58]","[95, 84, 50, 91, 127, 59, 31, 3, 56, 71]",0.5755509938746164,,,,,100.0,3.0,
852,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[73, 82],
       [56, 89]]), array([[91, 55],
       [72, 82]]), array([[133,  32],
       [ 80,  55]]), array([[70, 79],
       [62, 89]]), array([[ 68,  96],
       [ 23, 113]]), array([[112,  65],
       [ 59,  64]]), array([[129,  26],
       [127,  18]]), array([[143,   5],
       [148,   4]]), array([[94, 67],
       [80, 59]]), array([[106,  65],
       [ 61,  68]])]","[0.5644493882091212, 0.6320049813200498, 0.6247811447811448, 0.5860260456020268, 0.6485383787661405, 0.6104450875017225, 0.5361512791991101, 0.48937588904694157, 0.4930515215157067, 0.5464436284509724]","[73, 91, 133, 70, 68, 112, 129, 143, 94, 106]","[82, 55, 32, 79, 96, 65, 26, 5, 67, 65]","[56, 72, 80, 62, 23, 59, 127, 148, 80, 61]","[89, 82, 55, 89, 113, 64, 18, 4, 59, 68]",0.5731267344392936,,,,,100.0,5.0,
853,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[78, 77],
       [52, 93]]), array([[87, 59],
       [77, 77]]), array([[134,  31],
       [ 89,  46]]), array([[71, 78],
       [57, 94]]), array([[ 58, 106],
       [ 23, 113]]), array([[119,  58],
       [ 60,  63]]), array([[131,  24],
       [127,  18]]), array([[143,   5],
       [149,   3]]), array([[99, 62],
       [73, 66]]), array([[108,  63],
       [ 64,  65]])]","[0.56734149054505, 0.587039672656111, 0.5832996632996633, 0.6118049691097383, 0.6232065997130559, 0.6328142942446373, 0.5424249165739711, 0.5076902560455192, 0.5257607578533446, 0.5430436556507549]","[78, 87, 134, 71, 58, 119, 131, 143, 99, 108]","[77, 59, 31, 78, 106, 58, 24, 5, 62, 63]","[52, 77, 89, 57, 23, 60, 127, 149, 73, 64]","[93, 77, 46, 94, 113, 63, 18, 3, 66, 65]",0.5724426275691845,,,,,100.0,7.0,
854,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[75, 80],
       [56, 89]]), array([[98, 48],
       [83, 71]]), array([[136,  29],
       [ 83,  52]]), array([[72, 77],
       [59, 92]]), array([[ 60, 104],
       [  9, 127]]), array([[116,  61],
       [ 59,  64]]), array([[129,  26],
       [119,  26]]), array([[143,   5],
       [149,   3]]), array([[102,  59],
       [ 80,  59]]), array([[110,  61],
       [ 65,  64]])]","[0.5603114571746385, 0.6372086817292296, 0.6318742985409652, 0.609271523178808, 0.6714939024390244, 0.6356621193330577, 0.5223581757508342, 0.4947990753911806, 0.5342508601814201, 0.5463529625096333]","[75, 98, 136, 72, 60, 116, 129, 143, 102, 110]","[80, 48, 29, 77, 104, 61, 26, 5, 59, 61]","[56, 83, 83, 59, 9, 59, 119, 149, 80, 65]","[89, 71, 52, 92, 127, 64, 26, 3, 59, 64]",0.5843583056228792,,,,,100.0,9.0,
855,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[79, 76],
       [62, 83]]), array([[97, 49],
       [84, 70]]), array([[138,  27],
       [ 87,  48]]), array([[81, 68],
       [63, 88]]), array([[ 55, 109],
       [  8, 128]]), array([[117,  60],
       [ 61,  62]]), array([[131,  24],
       [131,  14]]), array([[145,   3],
       [148,   4]]), array([[94, 67],
       [79, 60]]), array([[108,  63],
       [ 60,  69]])]","[0.5601334816462737, 0.5969578366838642, 0.6117171717171717, 0.6183385928263478, 0.676246413199426, 0.6140737678563226, 0.529833147942158, 0.5067567567567568, 0.5146789400777515, 0.5604515163878689]","[79, 97, 138, 81, 55, 117, 131, 145, 94, 108]","[76, 49, 27, 68, 109, 60, 24, 3, 67, 63]","[62, 84, 87, 63, 8, 61, 131, 148, 79, 60]","[83, 70, 48, 88, 128, 62, 14, 4, 60, 69]",0.5789187625093942,,,,,100.0,11.0,
856,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[75, 80],
       [59, 86]]), array([[95, 51],
       [85, 69]]), array([[130,  35],
       [ 83,  52]]), array([[76, 73],
       [57, 94]]), array([[ 58, 106],
       [ 11, 125]]), array([[114,  63],
       [ 64,  59]]), array([[130,  25],
       [134,  11]]), array([[144,   4],
       [149,   3]]), array([[93, 68],
       [80, 59]]), array([[108,  63],
       [ 59,  70]])]","[0.5472302558398221, 0.6103896103896105, 0.628641975308642, 0.5978043468598604, 0.6805505738880919, 0.6210555325892242, 0.5244048943270301, 0.47644025604551915, 0.5115956923901872, 0.5594088580624689]","[75, 95, 130, 76, 58, 114, 130, 144, 93, 108]","[80, 51, 35, 73, 106, 63, 25, 4, 68, 63]","[59, 85, 83, 57, 11, 64, 134, 149, 80, 59]","[86, 69, 52, 94, 125, 59, 11, 3, 59, 70]",0.5757521995700456,,,,,100.0,13.0,
857,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[78, 77],
       [65, 80]]), array([[99, 47],
       [85, 69]]), array([[139,  26],
       [ 86,  49]]), array([[70, 79],
       [59, 92]]), array([[ 63, 101],
       [ 19, 117]]), array([[119,  58],
       [ 61,  62]]), array([[134,  21],
       [128,  17]]), array([[145,   3],
       [149,   3]]), array([[98, 63],
       [80, 59]]), array([[111,  60],
       [ 63,  66]])]","[0.5396218020022248, 0.62826899128269, 0.6149943883277217, 0.5957598115471798, 0.6434271879483501, 0.629966469156217, 0.5397552836484983, 0.49008712660028453, 0.5203092184637383, 0.5595448569744775]","[78, 99, 139, 70, 63, 119, 134, 145, 98, 111]","[77, 47, 26, 79, 101, 58, 21, 3, 63, 60]","[65, 85, 86, 59, 19, 61, 128, 149, 80, 63]","[80, 69, 49, 92, 117, 62, 17, 3, 59, 66]",0.5761735135951384,,,,,100.0,15.0,
858,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[86, 69],
       [67, 78]]), array([[101,  45],
       [ 97,  57]]), array([[134,  31],
       [ 88,  47]]), array([[82, 67],
       [67, 84]]), array([[ 58, 106],
       [ 14, 122]]), array([[118,  59],
       [ 69,  54]]), array([[132,  23],
       [130,  15]]), array([[143,   5],
       [147,   5]]), array([[96, 65],
       [81, 58]]), array([[110,  61],
       [ 59,  70]])]","[0.5545272525027809, 0.5945561288027041, 0.6544556677890012, 0.6143828614605094, 0.659388450502152, 0.6025906021772082, 0.5641379310344827, 0.4892869843527738, 0.5087358684480986, 0.564214152953443]","[86, 101, 134, 82, 58, 118, 132, 143, 96, 110]","[69, 45, 31, 67, 106, 59, 23, 5, 65, 61]","[67, 97, 88, 67, 14, 69, 130, 147, 81, 59]","[78, 57, 47, 84, 122, 54, 15, 5, 58, 70]",0.5806275900023155,,,,,100.0,17.0,
859,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[74, 81],
       [58, 87]]), array([[110,  36],
       [ 96,  58]]), array([[136,  29],
       [ 86,  49]]), array([[81, 68],
       [65, 86]]), array([[ 53, 111],
       [ 11, 125]]), array([[115,  62],
       [ 65,  58]]), array([[137,  18],
       [133,  12]]), array([[147,   1],
       [149,   3]]), array([[99, 62],
       [77, 62]]), array([[113,  58],
       [ 62,  67]])]","[0.5574193548387096, 0.6177726383205835, 0.6184960718294051, 0.5925596693186364, 0.6516768292682926, 0.6078728583896008, 0.5238264738598443, 0.504800853485064, 0.512176594128424, 0.5543315653474772]","[74, 110, 136, 81, 53, 115, 137, 147, 99, 113]","[81, 36, 29, 68, 111, 62, 18, 1, 62, 58]","[58, 96, 86, 65, 11, 65, 133, 149, 77, 62]","[87, 58, 49, 86, 125, 58, 12, 3, 62, 67]",0.5740932908786037,,,,,100.0,19.0,
860,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[85, 70],
       [63, 82]]), array([[78, 68],
       [67, 87]]), array([[125,  40],
       [ 80,  55]]), array([[78, 71],
       [61, 90]]), array([[ 61, 103],
       [ 23, 113]]), array([[116,  61],
       [ 59,  64]]), array([[123,  32],
       [121,  24]]), array([[146,   2],
       [148,   4]]), array([[99, 62],
       [80, 59]]), array([[110,  61],
       [ 61,  68]])]","[0.5733481646273637, 0.6056306706991638, 0.6059708193041526, 0.60736032712565, 0.6414320301291248, 0.6240181893344358, 0.5055172413793103, 0.55774359886202, 0.5311899548684034, 0.54880094292579]","[85, 78, 125, 78, 61, 116, 123, 146, 99, 110]","[70, 68, 40, 71, 103, 61, 32, 2, 62, 61]","[63, 67, 80, 61, 23, 59, 121, 148, 80, 61]","[82, 87, 55, 90, 113, 64, 24, 4, 59, 68]",0.5801011939255414,,,,,200.0,1.0,
861,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[75, 80],
       [57, 88]]), array([[81, 65],
       [58, 96]]), array([[127,  38],
       [ 82,  53]]), array([[73, 76],
       [67, 84]]), array([[ 58, 106],
       [ 15, 121]]), array([[116,  61],
       [ 62,  61]]), array([[130,  25],
       [117,  28]]), array([[144,   4],
       [149,   3]]), array([[102,  59],
       [ 81,  58]]), array([[110,  61],
       [ 63,  66]])]","[0.5647608453837597, 0.6291140366482832, 0.6108193041526375, 0.5954042401884528, 0.6608231707317074, 0.61682972761931, 0.551635150166852, 0.5436966571834992, 0.5271013003261987, 0.5496622693685117]","[75, 81, 127, 73, 58, 116, 130, 144, 102, 110]","[80, 65, 38, 76, 106, 61, 25, 4, 59, 61]","[57, 58, 82, 67, 15, 62, 117, 149, 81, 63]","[88, 96, 53, 84, 121, 61, 28, 3, 58, 66]",0.5849846701769212,,,,,200.0,3.0,
862,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[81, 74],
       [57, 88]]), array([[91, 55],
       [65, 89]]), array([[129,  36],
       [ 80,  55]]), array([[76, 73],
       [60, 91]]), array([[ 58, 106],
       [ 14, 122]]), array([[123,  54],
       [ 60,  63]]), array([[133,  22],
       [124,  21]]), array([[144,   4],
       [149,   3]]), array([[98, 63],
       [79, 60]]), array([[106,  65],
       [ 60,  69]])]","[0.5739265850945495, 0.6420120974915496, 0.5978002244668911, 0.6198497711009379, 0.6637822812051649, 0.629461209866336, 0.5565739710789767, 0.5382290184921763, 0.5148576790741319, 0.5527449113740424]","[81, 91, 129, 76, 58, 123, 133, 144, 98, 106]","[74, 55, 36, 73, 106, 54, 22, 4, 63, 65]","[57, 65, 80, 60, 14, 60, 124, 149, 79, 60]","[88, 89, 55, 91, 122, 63, 21, 3, 60, 69]",0.5889237749244757,,,,,200.0,5.0,
863,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[76, 79],
       [56, 89]]), array([[95, 51],
       [75, 79]]), array([[136,  29],
       [ 83,  52]]), array([[72, 77],
       [63, 88]]), array([[ 64, 100],
       [ 12, 124]]), array([[116,  61],
       [ 62,  61]]), array([[132,  23],
       [127,  18]]), array([[143,   5],
       [150,   2]]), array([[100,  61],
       [ 86,  53]]), array([[112,  59],
       [ 62,  67]])]","[0.5768631813125695, 0.6255114748265433, 0.6140516273849608, 0.6131383617049646, 0.6620337159253946, 0.6284047586238575, 0.5324137931034483, 0.5113353485064012, 0.5061441530005809, 0.555283557731538]","[76, 95, 136, 72, 64, 116, 132, 143, 100, 112]","[79, 51, 29, 77, 100, 61, 23, 5, 61, 59]","[56, 75, 83, 63, 12, 62, 127, 150, 86, 62]","[89, 79, 52, 88, 124, 61, 18, 2, 53, 67]",0.5825179972120258,,,,,200.0,7.0,
864,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[78, 77],
       [53, 92]]), array([[98, 48],
       [85, 69]]), array([[136,  29],
       [ 87,  48]]), array([[77, 72],
       [65, 86]]), array([[ 59, 105],
       [ 12, 124]]), array([[118,  59],
       [ 59,  64]]), array([[135,  20],
       [130,  15]]), array([[145,   3],
       [150,   2]]), array([[96, 65],
       [78, 61]]), array([[107,  64],
       [ 57,  72]])]","[0.5772191323692992, 0.6242216687422167, 0.609652076318743, 0.6000266678519046, 0.6736011477761837, 0.6280832299848422, 0.5295661846496107, 0.4951102418207681, 0.5144108315831807, 0.5618568384786256]","[78, 98, 136, 77, 59, 118, 135, 145, 96, 107]","[77, 48, 29, 72, 105, 59, 20, 3, 65, 64]","[53, 85, 87, 65, 12, 59, 130, 150, 78, 57]","[92, 69, 48, 86, 124, 64, 15, 2, 61, 72]",0.5813748019575374,,,,,200.0,9.0,
865,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[81, 74],
       [58, 87]]), array([[97, 49],
       [87, 67]]), array([[132,  33],
       [ 83,  52]]), array([[87, 62],
       [68, 83]]), array([[ 62, 102],
       [ 11, 125]]), array([[112,  65],
       [ 60,  63]]), array([[130,  25],
       [129,  16]]), array([[147,   1],
       [150,   2]]), array([[97, 64],
       [84, 55]]), array([[112,  59],
       [ 58,  71]])]","[0.5586206896551724, 0.6172389254581035, 0.6248260381593715, 0.6030045779812436, 0.6653963414634146, 0.6090671076202288, 0.5323692992213571, 0.4972439544807966, 0.5093614549354306, 0.5573688743823384]","[81, 97, 132, 87, 62, 112, 130, 147, 97, 112]","[74, 49, 33, 62, 102, 65, 25, 1, 64, 59]","[58, 87, 83, 68, 11, 60, 129, 150, 84, 58]","[87, 67, 52, 83, 125, 63, 16, 2, 55, 71]",0.5774497263357458,,,,,200.0,11.0,
866,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[86, 69],
       [63, 82]]), array([[104,  42],
       [ 88,  66]]), array([[138,  27],
       [ 85,  50]]), array([[74, 75],
       [64, 87]]), array([[ 59, 105],
       [ 11, 125]]), array([[117,  60],
       [ 61,  62]]), array([[135,  20],
       [135,  10]]), array([[145,   3],
       [149,   3]]), array([[94, 67],
       [82, 57]]), array([[110,  61],
       [ 64,  65]])]","[0.5563070077864294, 0.6272460416296033, 0.6155331088664422, 0.5973598826614517, 0.6638271162123387, 0.6111340774424693, 0.5168409343715239, 0.48799786628734, 0.5030162205639215, 0.543451652386781]","[86, 104, 138, 74, 59, 117, 135, 145, 94, 110]","[69, 42, 27, 75, 105, 60, 20, 3, 67, 61]","[63, 88, 85, 64, 11, 61, 135, 149, 82, 64]","[82, 66, 50, 87, 125, 62, 10, 3, 57, 65]",0.57227139082083,,,,,200.0,13.0,
867,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[80, 75],
       [58, 87]]), array([[102,  44],
       [ 98,  56]]), array([[139,  26],
       [ 85,  50]]), array([[80, 69],
       [65, 86]]), array([[ 64, 100],
       [ 19, 117]]), array([[116,  61],
       [ 59,  64]]), array([[135,  20],
       [135,  10]]), array([[145,   3],
       [149,   3]]), array([[95, 66],
       [82, 57]]), array([[109,  62],
       [ 59,  70]])]","[0.5587541713014461, 0.6133250311332503, 0.6268013468013468, 0.5884261522734344, 0.6556671449067432, 0.6298286711680676, 0.5147052280311457, 0.49568812233285914, 0.5030162205639215, 0.553515571875425]","[80, 102, 139, 80, 64, 116, 135, 145, 95, 109]","[75, 44, 26, 69, 100, 61, 20, 3, 66, 62]","[58, 98, 85, 65, 19, 59, 135, 149, 82, 59]","[87, 56, 50, 86, 117, 64, 10, 3, 57, 70]",0.573972766038764,,,,,200.0,15.0,
868,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[74, 81],
       [60, 85]]), array([[109,  37],
       [ 94,  60]]), array([[142,  23],
       [ 87,  48]]), array([[76, 73],
       [63, 88]]), array([[ 62, 102],
       [ 13, 123]]), array([[117,  60],
       [ 59,  64]]), array([[135,  20],
       [130,  15]]), array([[146,   2],
       [150,   2]]), array([[96, 65],
       [78, 61]]), array([[113,  58],
       [ 62,  67]])]","[0.547007786429366, 0.6172834015299768, 0.6264421997755331, 0.6114493977510111, 0.6607783357245338, 0.6281750953102752, 0.5175528364849833, 0.5088015647226174, 0.5100764109209527, 0.5504782628405639]","[74, 109, 142, 76, 62, 117, 135, 146, 96, 113]","[81, 37, 23, 73, 102, 60, 20, 2, 65, 58]","[60, 94, 87, 63, 13, 59, 130, 150, 78, 62]","[85, 60, 48, 88, 123, 64, 15, 2, 61, 67]",0.5778045291489813,,,,,200.0,17.0,
869,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[73, 82],
       [60, 85]]), array([[106,  40],
       [ 97,  57]]), array([[141,  24],
       [ 90,  45]]), array([[70, 79],
       [59, 92]]), array([[ 58, 106],
       [ 11, 125]]), array([[117,  60],
       [ 59,  64]]), array([[141,  14],
       [132,  13]]), array([[146,   2],
       [149,   3]]), array([[98, 63],
       [83, 56]]), array([[114,  57],
       [ 62,  67]])]","[0.5556840934371524, 0.6049190535491905, 0.6213692480359146, 0.6089603982399218, 0.667817431850789, 0.6169675256074595, 0.5225361512791992, 0.5208036984352773, 0.5009607221055454, 0.5553288907022077]","[73, 106, 141, 70, 58, 117, 141, 146, 98, 114]","[82, 40, 24, 79, 106, 60, 14, 2, 63, 57]","[60, 97, 90, 59, 11, 59, 132, 149, 83, 62]","[85, 57, 45, 92, 125, 64, 13, 3, 56, 67]",0.5775347213242658,,,,,200.0,19.0,
870,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[77, 78],
       [63, 82]]), array([[83, 63],
       [65, 89]]), array([[125,  40],
       [ 80,  55]]), array([[79, 70],
       [59, 92]]), array([[ 60, 104],
       [ 18, 118]]), array([[121,  56],
       [ 57,  66]]), array([[131,  24],
       [118,  27]]), array([[142,   6],
       [148,   4]]), array([[98, 63],
       [84, 55]]), array([[105,  66],
       [ 67,  62]])]","[0.5641824249165739, 0.6153042163316135, 0.6029405162738496, 0.5996933197030979, 0.6208751793400287, 0.6144412291580543, 0.5311679644048943, 0.5524759957325747, 0.521873184682068, 0.5322317421460628]","[77, 83, 125, 79, 60, 121, 131, 142, 98, 105]","[78, 63, 40, 70, 104, 56, 24, 6, 63, 66]","[63, 65, 80, 59, 18, 57, 118, 148, 84, 67]","[82, 89, 55, 92, 118, 66, 27, 4, 55, 62]",0.5755185772688819,,,,,300.0,1.0,
871,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[76, 79],
       [55, 90]]), array([[86, 60],
       [79, 75]]), array([[132,  33],
       [ 82,  53]]), array([[81, 68],
       [64, 87]]), array([[ 57, 107],
       [ 14, 122]]), array([[117,  60],
       [ 61,  62]]), array([[124,  31],
       [124,  21]]), array([[145,   3],
       [148,   4]]), array([[103,  58],
       [ 85,  54]]), array([[107,  64],
       [ 61,  68]])]","[0.5852725250278087, 0.5961572673901441, 0.597979797979798, 0.606604737988355, 0.6417234576757532, 0.6154058150751, 0.5266295884315907, 0.5306276671408251, 0.5133383976048974, 0.5440863139761548]","[76, 86, 132, 81, 57, 117, 124, 145, 103, 107]","[79, 60, 33, 68, 107, 60, 31, 3, 58, 64]","[55, 79, 82, 64, 14, 61, 124, 148, 85, 61]","[90, 75, 53, 87, 122, 62, 21, 4, 54, 68]",0.5757825568290426,,,,,300.0,3.0,
872,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[77, 78],
       [56, 89]]), array([[84, 62],
       [61, 93]]), array([[134,  31],
       [ 86,  49]]), array([[79, 70],
       [66, 85]]), array([[ 59, 105],
       [ 13, 123]]), array([[116,  61],
       [ 61,  62]]), array([[127,  28],
       [124,  21]]), array([[144,   4],
       [150,   2]]), array([[103,  58],
       [ 81,  58]]), array([[109,  62],
       [ 62,  67]])]","[0.5669855394883203, 0.6376979185198363, 0.6002244668911335, 0.5958487043868617, 0.6734218077474892, 0.6214229938909558, 0.5182202447163515, 0.5263157894736842, 0.5102551499173332, 0.5397343487918763]","[77, 84, 134, 79, 59, 116, 127, 144, 103, 109]","[78, 62, 31, 70, 105, 61, 28, 4, 58, 62]","[56, 61, 86, 66, 13, 61, 124, 150, 81, 62]","[89, 93, 49, 85, 123, 62, 21, 2, 58, 67]",0.5790126963823842,,,,,300.0,5.0,
873,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[78, 77],
       [57, 88]]), array([[90, 56],
       [70, 84]]), array([[131,  34],
       [ 82,  53]]), array([[75, 74],
       [63, 88]]), array([[ 60, 104],
       [ 15, 121]]), array([[121,  56],
       [ 61,  62]]), array([[130,  25],
       [129,  16]]), array([[144,   4],
       [149,   3]]), array([[96, 65],
       [80, 59]]), array([[107,  64],
       [ 62,  67]])]","[0.5674749721913236, 0.6276908023483366, 0.6018855218855219, 0.61189386194942, 0.6549497847919656, 0.6413118368471821, 0.5337486095661846, 0.5155138691322901, 0.513517136601278, 0.5489369418377986]","[78, 90, 131, 75, 60, 121, 130, 144, 96, 107]","[77, 56, 34, 74, 104, 56, 25, 4, 65, 64]","[57, 70, 82, 63, 15, 61, 129, 149, 80, 62]","[88, 84, 53, 88, 121, 62, 16, 3, 59, 67]",0.5816923337151301,,,,,300.0,7.0,
874,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[80, 75],
       [58, 87]]), array([[99, 47],
       [85, 69]]), array([[139,  26],
       [ 85,  50]]), array([[76, 73],
       [63, 88]]), array([[ 56, 108],
       [  8, 128]]), array([[117,  60],
       [ 57,  66]]), array([[133,  22],
       [127,  18]]), array([[147,   1],
       [148,   4]]), array([[99, 62],
       [78, 61]]), array([[111,  60],
       [ 65,  64]])]","[0.5627586206896552, 0.6151040740081836, 0.5993265993265993, 0.6039379527979022, 0.6766499282639886, 0.6321253043038905, 0.5659621802002225, 0.520448079658606, 0.5182537200053621, 0.5381476948184414]","[80, 99, 139, 76, 56, 117, 133, 147, 99, 111]","[75, 47, 26, 73, 108, 60, 22, 1, 62, 60]","[58, 85, 85, 63, 8, 57, 127, 148, 78, 65]","[87, 69, 50, 88, 128, 66, 18, 4, 61, 64]",0.5832714154072851,,,,,300.0,9.0,
875,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[74, 81],
       [54, 91]]), array([[100,  46],
       [ 86,  68]]), array([[135,  30],
       [ 85,  50]]), array([[76, 73],
       [61, 90]]), array([[ 61, 103],
       [ 16, 120]]), array([[117,  60],
       [ 59,  64]]), array([[134,  21],
       [132,  13]]), array([[145,   3],
       [150,   2]]), array([[97, 64],
       [81, 58]]), array([[107,  64],
       [ 60,  69]])]","[0.5592436040044494, 0.6199964419142501, 0.6120314253647586, 0.6074936663851727, 0.65512912482066, 0.6310229203986955, 0.522091212458287, 0.5201813655761024, 0.4980562134143616, 0.5462622965682942]","[74, 100, 135, 76, 61, 117, 134, 145, 97, 107]","[81, 46, 30, 73, 103, 60, 21, 3, 64, 64]","[54, 86, 85, 61, 16, 59, 132, 150, 81, 60]","[91, 68, 50, 90, 120, 64, 13, 2, 58, 69]",0.5771508270905031,,,,,300.0,11.0,
